round,basin,data_row_count,feature_quantity,feature_list,k_options,best_k,target_variable_variance,mse,rmse,mae,r2,within_5_percent,within_15_percent,within_25_percent,within_50_percent,results_min%_difference,results_max%_difference,0.25_quantile_loss,0.5_quantile_loss,0.75_quantile_loss,cross_val_mse
07_pca,Michigan,150,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5, 6, 7, 8, 9]",8,338.18,122.48,11.07,8.33,0.64,10.53,28.95,42.11,73.68,0.94,818.75,1.98,6.95,12.51,141.81
06_wi_nc,Fort Worth,10,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[3, 4, 5]",3,101.54,36.72,6.06,6.0,0.64,0.0,0.0,0.0,33.33,19.59,293.08,5.56,6.21,6.56,555.26
02_wi_nc_eo,Pacific,124,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3]",3,12.53,4.48,2.12,1.17,0.64,32.0,48.0,56.0,72.0,0.92,5198.04,0.08,0.37,1.16,2.68
04_wi_nc_eo,Pacific,124,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3, 4, 5]",3,12.53,4.48,2.12,1.17,0.64,32.0,48.0,56.0,72.0,0.92,5198.04,0.08,0.37,1.16,2.68
03_pca,Michigan,150,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",5,309.1,113.24,10.64,7.86,0.63,15.56,42.22,48.89,73.33,1.03,885.0,1.76,6.64,12.2,140.29
06_pca,Michigan,150,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5]",5,338.18,124.19,11.14,8.28,0.63,10.53,39.47,47.37,73.68,1.03,885.0,2.53,6.58,11.9,144.77
04_pca,Rocky Mountain,693,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",2,214.52,78.5,8.86,4.14,0.63,13.67,47.48,61.15,74.82,0.0,2100.0,0.5,1.5,4.25,94.19
02_pca,Rocky Mountain,693,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",2,214.52,78.5,8.86,4.14,0.63,13.67,47.48,61.15,74.82,0.0,2100.0,0.5,1.5,4.25,94.19
05_pca,Michigan,150,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",5,294.2,111.64,10.57,7.97,0.62,13.33,38.33,50.0,75.0,1.54,1062.0,2.52,6.08,11.78,164.02
03_wi_nc_eo,Pacific,124,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3, 4, 5]",1,8.66,3.3,1.82,0.88,0.62,28.95,57.89,60.53,73.68,0.0,8817.65,0.08,0.17,1.04,2.66
01_wi_nc_eo,Pacific,124,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3]",1,8.66,3.3,1.82,0.88,0.62,28.95,57.89,60.53,73.68,0.0,8817.65,0.08,0.17,1.04,2.66
05_wi_wc,Michigan,52,93,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'WELLTYPE_Shale Gas', 'FORMSIMPLE_Antrim', 'FORMSIMPLE_Black River', 'FORMSIMPLE_Salina', 'FORMSIMPLE_Traverse', 'STATE_Michigan', 'COUNTY_Allegan', 'COUNTY_Antrim', 'COUNTY_Crawford', 'COUNTY_Hillsdale', 'COUNTY_Montmorency', 'COUNTY_Otsego', 'COUNTY_St. Clair', 'PROVINCE_Michigan Basin', 'REGION_Eastern', 'WELLNAME_Blahowiak D2-19', 'WELLNAME_Blanzy C4-17', 'WELLNAME_Frank Arbanis #a-1', 'WELLNAME_Frederic Ii C1-29', 'WELLNAME_Frederic Iv A2-4', 'WELLNAME_Frederic Iv B1-3', 'WELLNAME_Green River A3-3', 'WELLNAME_Green River C1-25', 'WELLNAME_Green River Iii C1-3', 'WELLNAME_Green River Iii C1-33', 'WELLNAME_Green River Iii D4-6', 'WELLNAME_Hugh May #2', 'WELLNAME_Klinger Klinger Warner #2', 'WELLNAME_Lake Horicon Corporation A4-15', 'WELLNAME_Lake Horicon Corporation B3-15', 'WELLNAME_Lake Horicon Corporation C3-15', 'WELLNAME_Lake Horicon Corporation D4-15', 'WELLNAME_Lawrence Rewa Et Al #2', 'WELLNAME_Lucas Trust 1-21d', 'WELLNAME_Mancelona East A4-26', 'WELLNAME_Mancelona West A1-22', 'WELLNAME_Mancelona West A3-29', 'WELLNAME_Mancelona West D1-25', 'WELLNAME_Miller 1-9', 'WELLNAME_Olmstead B4-7', 'WELLNAME_Palombit A2-29', 'WELLNAME_Renkiewicz B2-13', 'WELLNAME_Robert Helmer Jr #1', 'WELLNAME_State Albert C3-21', 'WELLNAME_State Albert D1-9', 'WELLNAME_State Bagley 1-27', 'WELLNAME_State Bagley 9-31', 'WELLNAME_State Charlton A1-13', 'WELLNAME_State Charlton A3-32', 'WELLNAME_State Charlton C4-18', 'WELLNAME_State Chester B2-2', 'WELLNAME_State Frederic B1-26', 'WELLNAME_State Frederic Vi B3-15', 'WELLNAME_State Frederic Vi B4-15', 'WELLNAME_State Frederic Vii D3-31', 'WELLNAME_State Frederic Xi A1-8', 'WELLNAME_State Frederic Xi B2-17', 'WELLNAME_State Hayes A3-35', 'WELLNAME_State Mancelona East A1-31', 'WELLNAME_State Mancelona East B4-29', 'WELLNAME_State Mancelona East D1-19', 'WELLNAME_State Mancelona East D2-36', 'WELLNAME_State Mancelona East D4-31', 'WELLNAME_Styles, Et Al 3-2', 'WELLNAME_Tower D3-4', 'WELLNAME_Tower D4-5', 'WELLNAME_Zatkoff And Demuynck #1', 'PERIOD_Devonian', 'PERIOD_Ordovician', 'PERIOD_Silurian']","[1, 2, 3, 4, 5]",4,50.9,19.99,4.47,2.99,0.61,28.57,47.62,66.67,90.48,0.18,90.75,0.59,2.04,4.54,9.41
06_wi_nc_eo,Rocky Mountain,692,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[3, 4, 5]",3,119.86,47.3,6.88,3.45,0.61,19.65,39.88,56.65,73.99,0.0,700.0,0.67,1.67,4.0,63.79
07_wi_nc_eo,Appalachian,298,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[3, 4, 5, 6, 7, 8, 9]",6,4186.73,1631.1,40.39,23.53,0.61,21.33,41.33,56.0,80.0,0.07,2453.49,4.07,13.33,27.6,4062.84
07_wi_nc_eo,Rocky Mountain,692,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[3, 4, 5, 6, 7, 8, 9]",3,119.86,47.3,6.88,3.45,0.61,19.65,39.88,56.65,73.99,0.0,700.0,0.67,1.67,4.0,63.79
02_wi_wc,Williston,269,253,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Bakken', 'FORMSIMPLE_Charles', 'FORMSIMPLE_Dawson Bay', 'FORMSIMPLE_Devonian', 'FORMSIMPLE_Duperow', 'FORMSIMPLE_Gunton', 'FORMSIMPLE_Interlake', 'FORMSIMPLE_Kibbey', 'FORMSIMPLE_Madison', 'FORMSIMPLE_Midale', 'FORMSIMPLE_Minnelusa', 'FORMSIMPLE_Mission Canyon', 'FORMSIMPLE_Nesson', 'FORMSIMPLE_Nisku', 'FORMSIMPLE_Pennsylvanian', 'FORMSIMPLE_Ratcliffe', 'FORMSIMPLE_Red River', 'FORMSIMPLE_Silurian', 'FORMSIMPLE_Spearfish', 'FORMSIMPLE_Stony Mountain', 'FORMSIMPLE_Tyler', 'STATE_Montana', 'STATE_North Dakota', 'STATE_South Dakota', 'COUNTY_Billings', 'COUNTY_Bottineau', 'COUNTY_Burke', 'COUNTY_Butte', 'COUNTY_Carter', 'COUNTY_Daniels', 'COUNTY_Dawson', 'COUNTY_Divide', 'COUNTY_Dunn', 'COUNTY_Fallon', 'COUNTY_Harding', 'COUNTY_Jackson', 'COUNTY_McCone', 'COUNTY_McHenry', 'COUNTY_McKenzie', 'COUNTY_Mercer', 'COUNTY_Mountrail', 'COUNTY_Petroleum', 'COUNTY_Renville', 'COUNTY_Richland', 'COUNTY_Roosevelt', 'COUNTY_Sheridan', 'COUNTY_Slope', 'COUNTY_Stark', 'COUNTY_Williams', 'PROVINCE_North-Central Montana', 'PROVINCE_Williston Basin', 'REGION_Rocky Mountains and Northern Great Plains', 'WELLNAME_#1 Ed Lockwood', 'WELLNAME_1 - 66 Np Dawson', 'WELLNAME_1 - A Lillie', 'WELLNAME_1 - A Lillie, Et Al', 'WELLNAME_1 - B Nelson', 'WELLNAME_1 - U Nprr', 'WELLNAME_1 A. B. Mickelson', 'WELLNAME_1 A. Mckinnon', 'WELLNAME_1 Angermeier', 'WELLNAME_1 Arneson', 'WELLNAME_1 Barstad', 'WELLNAME_1 Bertha Ekness', 'WELLNAME_1 Blair', 'WELLNAME_1 Bloms', 'WELLNAME_1 Borstad', 'WELLNAME_1 Camrud', 'WELLNAME_1 Chester Solberg', 'WELLNAME_1 Delaney', 'WELLNAME_1 Dona French', 'WELLNAME_1 Donna French', 'WELLNAME_1 E. Westgard - 4 Unit', 'WELLNAME_1 Fachner', 'WELLNAME_1 Federal Brown', 'WELLNAME_1 Ferguson', 'WELLNAME_1 Gilt Edge Realty', 'WELLNAME_1 Goettle', 'WELLNAME_1 Goetzinger - Chandler', 'WELLNAME_1 Government', 'WELLNAME_1 Grace Elie', 'WELLNAME_1 Graves', 'WELLNAME_1 Hagen-olson', 'WELLNAME_1 Hahsey', 'WELLNAME_1 Hansen-2', 'WELLNAME_1 Haugen - Peele', 'WELLNAME_1 Haugen, Et Al', 'WELLNAME_1 Hereim', 'WELLNAME_1 Holst', 'WELLNAME_1 Huffman', 'WELLNAME_1 Jerde', 'WELLNAME_1 Jerdo', 'WELLNAME_1 Jorstad', 'WELLNAME_1 Kiellberg', 'WELLNAME_1 Kittleson', 'WELLNAME_1 Knudson', 'WELLNAME_1 Kurth', 'WELLNAME_1 Larson', 'WELLNAME_1 Lee', 'WELLNAME_1 Lee Carter', 'WELLNAME_1 Leininger-church', 'WELLNAME_1 Lola Mccauley', 'WELLNAME_1 Lydia Foreman', 'WELLNAME_1 Mosby Unit', 'WELLNAME_1 Nesbit Unit', 'WELLNAME_1 Njos A', 'WELLNAME_1 Np - B', ""WELLNAME_1 O'donnell"", ""WELLNAME_1 O'keefe"", 'WELLNAME_1 Ostlund', 'WELLNAME_1 P. Holst', 'WELLNAME_1 Peterson', 'WELLNAME_1 Ramsos', 'WELLNAME_1 Sievers', 'WELLNAME_1 Simonson', 'WELLNAME_1 State', 'WELLNAME_1 State - Mccone', 'WELLNAME_1 Steffen', 'WELLNAME_1 Stexen', 'WELLNAME_1 Stoxen', 'WELLNAME_1 Summers', 'WELLNAME_1 Thon', 'WELLNAME_1 Thune', 'WELLNAME_1 Traastad', 'WELLNAME_1 Waller', 'WELLNAME_1 Winderl', 'WELLNAME_1 Wold', 'WELLNAME_1 Woodsend', 'WELLNAME_1-a Picard', 'WELLNAME_2 Anderson Unit', 'WELLNAME_2 Erich Eggen Unit', 'WELLNAME_2 Haugen', 'WELLNAME_2 Haugen, Et Al', 'WELLNAME_2 Kitzman - Bnd', 'WELLNAME_2 Mccauley', 'WELLNAME_2 Nct - 12', 'WELLNAME_2 Thune', 'WELLNAME_28-3 Kudrna', 'WELLNAME_4 Federal - Mccone 5012', 'WELLNAME_4 Nels Ward', 'WELLNAME_5 Federal - Mccone 5012', 'WELLNAME_A. Martin No. 1', 'WELLNAME_Anderson No. 1', 'WELLNAME_Anderson No. 2', 'WELLNAME_Arthur Martin     1', 'WELLNAME_Beaver Lodge-devonian Unit     G-307', 'WELLNAME_Beaver Lodge-devonian Unit     G-307x', 'WELLNAME_Bldu G-313', 'WELLNAME_Christianson B - 1', 'WELLNAME_Courchene No. 1', 'WELLNAME_Delaney 1', 'WELLNAME_Devonian Unit G-307', 'WELLNAME_Dickinson-heath-sand Unit     20', 'WELLNAME_Ed Lockwood', 'WELLNAME_Edith Ramsos     1', 'WELLNAME_Engebretson 1', 'WELLNAME_Erika Hjelm No. 1', 'WELLNAME_F. W. Shaffer Unit No. 1', 'WELLNAME_Federal 5012 Mccone No. 2', 'WELLNAME_Federal Mccone 5012, No. 2', 'WELLNAME_Ferguson Unit No. 1', 'WELLNAME_Garland No. 5', 'WELLNAME_George Wilson 2', 'WELLNAME_Govt 1', 'WELLNAME_Haugen Et Al - 2 No. 3', 'WELLNAME_Hellegaard No. 2', 'WELLNAME_Herdt-bank Of N. Dakota No. 1', 'WELLNAME_Herdt-bnd Wsw', 'WELLNAME_Huffman 1', 'WELLNAME_Huttner Unit     1', 'WELLNAME_Huttner Unit No. 1', 'WELLNAME_Jackson 1', 'WELLNAME_Jensen No. 1', 'WELLNAME_Kenneth Henry 4', 'WELLNAME_Kitzman - Bank Of North Dakota     2', 'WELLNAME_Knudson No. 1', 'WELLNAME_Left Hand Thunder 1', 'WELLNAME_Loucks No. 1', 'WELLNAME_Ludwig Filipi 1', 'WELLNAME_Lydia Foreman No. 1', 'WELLNAME_M. Wallerich No. 1', 'WELLNAME_Metvedt No. 1', 'WELLNAME_Nels Ward 1', 'WELLNAME_Nels Ward No. 1', 'WELLNAME_Nesbit Unit No. 1', 'WELLNAME_Newburg-spearfish-charles Unit     K-715', 'WELLNAME_No. 1 Cymboluk', 'WELLNAME_No. 1 Espeland', 'WELLNAME_No. 1 Federal Mccone', 'WELLNAME_No. 1 Government', 'WELLNAME_No. 1 Lydia Foreman', 'WELLNAME_No. 1 Nels Ward', 'WELLNAME_No. 1 Norwick', 'WELLNAME_No. 1 Peterson', 'WELLNAME_No. 1 State', 'WELLNAME_No. 2 Anderson', 'WELLNAME_No. 2 Erika Hjelm', 'WELLNAME_No. 2 Federal - Mccone', 'WELLNAME_Nprr R - 4', ""WELLNAME_O'donnell 1"", 'WELLNAME_Oscar Bjorgen Unit No. 1', 'WELLNAME_Peder Solberg No. 1', 'WELLNAME_Peterson No. 1 - 6', 'WELLNAME_Phipps 1-a', 'WELLNAME_Renning A-1', 'WELLNAME_Reservoir Federal No. 1', 'WELLNAME_Rew Et Al No. 1', 'WELLNAME_Rindel     43-16', 'WELLNAME_Rival-madison Unit     23', 'WELLNAME_Schuh     1', 'WELLNAME_Siever No. 1', 'WELLNAME_Sinclair Research Laboratories, Inc.', 'WELLNAME_Sletvold No. 1', 'WELLNAME_Solberg No. 1', 'WELLNAME_Spoklie 1 - A', 'WELLNAME_Unit No. 3', 'WELLNAME_V. S. Medhus No. 1', 'WELLNAME_V. S. Medhus No. 2', 'WELLNAME_V. S. Medhus No. 3', 'WELLNAME_Wallrich No. 1', 'WELLNAME_Weinberger No. 1', 'WELLNAME_Westgard 3 Unit No. 1', 'PERIOD_Devonian', 'PERIOD_Jurassic', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Pennsylvanian', 'PERIOD_Permian', 'PERIOD_Silurian', 'PERIOD_Triassic']","[1, 2, 3]",3,2154.69,915.31,30.25,12.76,0.58,33.33,53.7,70.37,85.19,0.0,391.67,0.69,3.83,8.58,3535.87
04_pca,Appalachian,652,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",5,3653.63,1536.87,39.2,23.64,0.58,24.43,49.62,59.54,78.63,0.23,26548.65,3.38,10.1,28.72,3455.84
02_wi_wc,Appalachian,71,137,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Berea', 'FORMSIMPLE_Clinton', 'FORMSIMPLE_Fifth Sand', 'FORMSIMPLE_Fourth Sand', 'FORMSIMPLE_Gatesburg', 'FORMSIMPLE_Gordon', 'FORMSIMPLE_Hundred Foot Sand', 'FORMSIMPLE_Medina', 'FORMSIMPLE_Mountain', 'FORMSIMPLE_Murrysville', 'FORMSIMPLE_Oriskany', 'FORMSIMPLE_Salt Sand', 'STATE_Kentucky', 'STATE_New York', 'STATE_Ohio', 'STATE_Pennsylvania', 'STATE_West Virginia', 'COUNTY_Allegany', 'COUNTY_Allegheny', 'COUNTY_Ashtabula', 'COUNTY_Butler', 'COUNTY_Carroll', 'COUNTY_Cattaraugus', 'COUNTY_Coshocton', 'COUNTY_Erie', 'COUNTY_Guernsey', 'COUNTY_Hocking', 'COUNTY_Holmes', 'COUNTY_Knox', 'COUNTY_Lawrence', 'COUNTY_Licking', 'COUNTY_Mahoning', 'COUNTY_Morgan', 'COUNTY_Muskingum', 'COUNTY_Perry', 'COUNTY_Preston', 'COUNTY_Stark', 'COUNTY_Steuben', 'COUNTY_Tuscarawas', 'COUNTY_Vinton', 'COUNTY_Washington', 'COUNTY_Wayne', 'COUNTY_Westmoreland', 'PROVINCE_Appalachian Basin', 'REGION_Eastern', 'WELLNAME_Amos Miller', 'WELLNAME_B.l. Latham #2-a', 'WELLNAME_Berman', 'WELLNAME_Briar Hill Stone', 'WELLNAME_Brown', 'WELLNAME_Brownrigg', 'WELLNAME_Burkhart 1 & 2', 'WELLNAME_Carl W. Fisher #2', 'WELLNAME_Chapman', 'WELLNAME_Colopy', 'WELLNAME_Conrad', 'WELLNAME_Consol Lease', 'WELLNAME_Dean Holt', 'WELLNAME_Do.', 'WELLNAME_E. Rogers', 'WELLNAME_Edmund G. Williams', 'WELLNAME_Eshler/brown', 'WELLNAME_F M Nowells 1', 'WELLNAME_Felumlee', 'WELLNAME_Gardner', 'WELLNAME_Gibson', 'WELLNAME_Goldsboro 102', 'WELLNAME_Goodlive', 'WELLNAME_H. Ames 1', 'WELLNAME_H. B. Kiser', 'WELLNAME_H.h. Sheppard', 'WELLNAME_Harding', 'WELLNAME_Hazel Kid Et Al.', 'WELLNAME_Henry', 'WELLNAME_Homer Armstrong 1', 'WELLNAME_Hughes', 'WELLNAME_Jacobs', 'WELLNAME_John Daugherty', 'WELLNAME_Kidd Hazel Et Al 1', 'WELLNAME_L. Chase 1', 'WELLNAME_Lindsey E Nice #9102', 'WELLNAME_Lotz', 'WELLNAME_M. Palmer 1', 'WELLNAME_Manufactures Light & Heat', 'WELLNAME_Marsh A-1', 'WELLNAME_Martin', 'WELLNAME_Mary Hamilton', 'WELLNAME_Merry A-1', 'WELLNAME_Miller', 'WELLNAME_Mrs. D. Moritz', 'WELLNAME_Nowells', 'WELLNAME_Octavia Moore 1107', 'WELLNAME_Peoples Natural Gas Company', 'WELLNAME_R. Nihizer', 'WELLNAME_R.j. Steeb', 'WELLNAME_Ritzert Bros.', 'WELLNAME_Schultz', 'WELLNAME_Snyder', 'WELLNAME_Stone & Stone', 'WELLNAME_V.r. Stephens', 'WELLNAME_W. & E. Ferguson', 'WELLNAME_W.j. Derr', 'WELLNAME_W.m. Ruby Estate', 'WELLNAME_Wagner', 'WELLNAME_Watson-bar', 'WELLNAME_Waverly Oil Works', 'WELLNAME_Weaver', 'WELLNAME_Wells', 'WELLNAME_Wilder', 'WELLNAME_Wolford', 'WELLNAME_Worley', 'PERIOD_Cambrian', 'PERIOD_Devonian', 'PERIOD_Mississippian', 'PERIOD_Silurian']","[1, 2, 3]",1,852.19,369.06,19.21,11.6,0.57,26.67,53.33,66.67,80.0,0.0,757.14,2.25,5.0,12.5,776.44
04_wi_wc,Appalachian,71,137,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Berea', 'FORMSIMPLE_Clinton', 'FORMSIMPLE_Fifth Sand', 'FORMSIMPLE_Fourth Sand', 'FORMSIMPLE_Gatesburg', 'FORMSIMPLE_Gordon', 'FORMSIMPLE_Hundred Foot Sand', 'FORMSIMPLE_Medina', 'FORMSIMPLE_Mountain', 'FORMSIMPLE_Murrysville', 'FORMSIMPLE_Oriskany', 'FORMSIMPLE_Salt Sand', 'STATE_Kentucky', 'STATE_New York', 'STATE_Ohio', 'STATE_Pennsylvania', 'STATE_West Virginia', 'COUNTY_Allegany', 'COUNTY_Allegheny', 'COUNTY_Ashtabula', 'COUNTY_Butler', 'COUNTY_Carroll', 'COUNTY_Cattaraugus', 'COUNTY_Coshocton', 'COUNTY_Erie', 'COUNTY_Guernsey', 'COUNTY_Hocking', 'COUNTY_Holmes', 'COUNTY_Knox', 'COUNTY_Lawrence', 'COUNTY_Licking', 'COUNTY_Mahoning', 'COUNTY_Morgan', 'COUNTY_Muskingum', 'COUNTY_Perry', 'COUNTY_Preston', 'COUNTY_Stark', 'COUNTY_Steuben', 'COUNTY_Tuscarawas', 'COUNTY_Vinton', 'COUNTY_Washington', 'COUNTY_Wayne', 'COUNTY_Westmoreland', 'PROVINCE_Appalachian Basin', 'REGION_Eastern', 'WELLNAME_Amos Miller', 'WELLNAME_B.l. Latham #2-a', 'WELLNAME_Berman', 'WELLNAME_Briar Hill Stone', 'WELLNAME_Brown', 'WELLNAME_Brownrigg', 'WELLNAME_Burkhart 1 & 2', 'WELLNAME_Carl W. Fisher #2', 'WELLNAME_Chapman', 'WELLNAME_Colopy', 'WELLNAME_Conrad', 'WELLNAME_Consol Lease', 'WELLNAME_Dean Holt', 'WELLNAME_Do.', 'WELLNAME_E. Rogers', 'WELLNAME_Edmund G. Williams', 'WELLNAME_Eshler/brown', 'WELLNAME_F M Nowells 1', 'WELLNAME_Felumlee', 'WELLNAME_Gardner', 'WELLNAME_Gibson', 'WELLNAME_Goldsboro 102', 'WELLNAME_Goodlive', 'WELLNAME_H. Ames 1', 'WELLNAME_H. B. Kiser', 'WELLNAME_H.h. Sheppard', 'WELLNAME_Harding', 'WELLNAME_Hazel Kid Et Al.', 'WELLNAME_Henry', 'WELLNAME_Homer Armstrong 1', 'WELLNAME_Hughes', 'WELLNAME_Jacobs', 'WELLNAME_John Daugherty', 'WELLNAME_Kidd Hazel Et Al 1', 'WELLNAME_L. Chase 1', 'WELLNAME_Lindsey E Nice #9102', 'WELLNAME_Lotz', 'WELLNAME_M. Palmer 1', 'WELLNAME_Manufactures Light & Heat', 'WELLNAME_Marsh A-1', 'WELLNAME_Martin', 'WELLNAME_Mary Hamilton', 'WELLNAME_Merry A-1', 'WELLNAME_Miller', 'WELLNAME_Mrs. D. Moritz', 'WELLNAME_Nowells', 'WELLNAME_Octavia Moore 1107', 'WELLNAME_Peoples Natural Gas Company', 'WELLNAME_R. Nihizer', 'WELLNAME_R.j. Steeb', 'WELLNAME_Ritzert Bros.', 'WELLNAME_Schultz', 'WELLNAME_Snyder', 'WELLNAME_Stone & Stone', 'WELLNAME_V.r. Stephens', 'WELLNAME_W. & E. Ferguson', 'WELLNAME_W.j. Derr', 'WELLNAME_W.m. Ruby Estate', 'WELLNAME_Wagner', 'WELLNAME_Watson-bar', 'WELLNAME_Waverly Oil Works', 'WELLNAME_Weaver', 'WELLNAME_Wells', 'WELLNAME_Wilder', 'WELLNAME_Wolford', 'WELLNAME_Worley', 'PERIOD_Cambrian', 'PERIOD_Devonian', 'PERIOD_Mississippian', 'PERIOD_Silurian']","[1, 2, 3, 4, 5]",1,852.19,369.06,19.21,11.6,0.57,26.67,53.33,66.67,80.0,0.0,757.14,2.25,5.0,12.5,776.44
01_wi_nc_eo,Michigan,93,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3]",1,576.8,259.8,16.12,9.36,0.55,35.71,42.86,53.57,75.0,0.0,970.0,0.65,3.98,11.32,63.82
06_wi_nc_eo,Michigan,93,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[3, 4, 5]",4,634.65,283.71,16.84,10.32,0.55,16.67,37.5,45.83,79.17,0.26,1175.0,1.81,6.31,9.95,83.51
03_wi_nc_eo,Michigan,93,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3, 4, 5]",1,576.8,259.8,16.12,9.36,0.55,35.71,42.86,53.57,75.0,0.0,970.0,0.65,3.98,11.32,63.82
07_wi_nc_eo,Michigan,93,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[3, 4, 5, 6, 7, 8, 9]",4,634.65,283.71,16.84,10.32,0.55,16.67,37.5,45.83,79.17,0.26,1175.0,1.81,6.31,9.95,83.51
